source,target
A36475-0,A46389-0
A36475-0,A47203-0
A36475-0,A47454-0
A36475-0,A7438-0
A36491,A39308-0
A36491,A51744-5
A36578-1,A42051-0
A36578-2,A46089-1
A36581,A8020-33
A36589,A49508-0
A36589,A51360-5-3
A36601-0,A37738-0
A36602-0,A39266-0
A36602-0,A39899-0
A36602-0,A39995-0
A36602-0,A43703-8
A36602-0,A4455-6
A36602-0,A48575
A36602-0,A51591-3
A36602-0,A9004-0
A36621,A39739-0
A36621,A43227-0
A36621,A43662-0
A36650-1,A45254-Unknow0
A36650-1,A5930-2
A36686,A44166-0
A36705-0,A39404-0
A36705-0,A5072-0
A36762-0,A49557-0
A36762-0,A7697-0
A36792,A39748-0
A36793,A6940-0
A36793,A6940-1
A36883-4,A48873-0
A369-0,A6699-1
A369-0,A6970
A369-0,A8598-0
A36926-0,A39276-0
A36926-0,A45015-0
A3694-0,A45226-0
A36953-0,A42594-0
A36953-0,A42783-0
A36961-0,A51233-0
A36963-0,A52345-1
A36963-0,A7246-0
A36979-0,A37699-3
A36979-0,A7722-0
A36979-0,A7722-1
A36979-0,A9866-0
A36983-0,A41997-0
A36983-0,A4397-0
A36983-0,A44994-0
A36983-0,A45644-0
A36983-0,A50471-0
A36983-0,A50581-0
A36983-0,A50581-1
A36983-0,A52028-0
A36983-0,A7270-0
A36983-0,A9964-0
A36991-0,A44263-0
A36991-0,A45621-0
A37026-0,A47454-1
A37026-0,A48082-1
A37095-2,A4376-1
A37113-0,A50757-0
A37144-0,A49768
A37144-0,A52113-0
A37144-0,A5795-0
A37144-0,A5795-1
A37155,A41090-0
A37177,A4796-0
A37185,A49929-0
A37213-0,A47369-0
A37213-0,A50960-0-0
A37245,A43413-12
A37324-0,A37656-0
A37324-0,A38404-0
A37334-0,A49668-1-0
A37334-0,A49679-0
A37334-0,A50950-0
A37334-0,A51095-0
A37334-0,A51355-1
A37334-0,A52311-1
A37334-0,A8008-43
A37334-0,A9881-0
A3734-0,A49593-0
A37343-0,A39770-0
A37343-0,A5337-0
A37351-0,A50823-0
A37357,A37542
A37357,A48873-0
A37365,A8468-4
A374,A52067-0
A37412-0,A39884-0
A37469,A39739-0
A37503-0,A38619-0
A37503-0,A49557-0
A37503-1,A6926-0
A3760-0,A46380-0
A37601-0,A52486-0
A37601-0,A6716-0
A37601-0,A9399-0
A37641-0,A40411
A37641-0,A50832-6
A37674-2,A52271-0-0
A37684-3,A45076-1
A37685-0,A49682-0-1
A37685-0,A7232-0
A37686-2,A49673-26
A37687-0,A45255-2
A37687-0,A45905-3
A37687-0,A50943-13
A37687-0,A51156-0
A37687-0,A51167-1
A37687-0,A52249-24
A37687-0,A563-0
A37687-0,A8006-47
A37687-0,A8006-59
A37690-0,A52349-1
A37690-0,A9840
A37700-0,A45267-4
A37700-0,A49685-25
A37700-0,A52237-18
A37700-0,A8030-1-6
A37700-1,A46800
A37700-1,A52241-0
A37700-2,A37909-0
A37702-1,A8008-34
A37707-0-1,A42586-0
A37707-0-2,A42586-0
A37707-0-2,A42739-0
A37707-0-2,A45894-0
A37707-0-2,A51788-1-0
A37707-0-2,A51797-3
A37707-0-2,A52236-0-0
A37707-0-2,A52241-1-1
A37707-0-2,A7703-2
A37707-0-2,A800
A37707-0-2,A8015-2
A37707-0-2,A8036-17
A37707-0-2,A9270-0
A37707-0-3,A49677-0-0
A37707-0-3,A52236-0-0
A37707-0-3,A8015-2
A37707-0-3,A8144-0
A37707-Unknow0,A47336-1
A37707-Unknow0,A51797-Unknow0
A37707-Unknow0,A7998-0
A37716-0,A51046-0
A37717-11,A8015-2
A37717-4,A51041-1
A37717-5,A45894-0
A37725-1,A6716-0
A37726-1,A52287-Unknow0
A37728-0,A42747-0
A37728-0,A45258-Unknow1
A37728-0,A52552-0
A37734-0-1,A8015-2
A37734-1,A8015-2
A37738-0,A43980-1
A37738-0,A49676-0-3
A37738-1,A42738-1
A37738-1,A42820-6
A37738-1,A43980-0
A37738-1,A4493-1
A37738-1,A45269-7
A37738-1,A47335-0
A37738-1,A49674-1-2
A37738-1,A49676-0-3
A37738-1,A49676-5-2
A37738-1,A49679-22
A37738-1,A49679-7
A37738-1,A51187-0
A37738-1,A51554-0
A37738-1,A52346-5
A37748-1,A49674-0-3
A37748-1,A49686-6
A37761-0,A39308-0
A37761-0,A48164-0
A37778,A44573-0
A37801-0,A38747-0
A3781,A4256-0
A3781,A4261-1
A37823,A44854-0
A37823,A50090
A37833-0,A39782-0
A37833-0,A49457
A3785,A41911
A3785,A44573-0
A3785,A44994-2
A37878-0,A4350-0
A37878-0,A47394-0
A37878-0,A49687-7
A37878-0,A8619
A37922-0,A50832-6
A3793-0,A41492-0
A3793-0,A52067-0
A37951-0,A38362-0
A37951-0,A52371-0-1
A37961-0,A4253-2
A37961-0,A43644-1
A37961-0,A44521
A37961-0,A49678-0-1
A37961-0,A50229-0
A37961-0,A51546-0
A37961-0,A6406-0
A37961-0,A7494-0
A37961-0,A8623-0
A37978-0,A38722-0
A37978-0,A41492-0
A37978-0,A41760-1
A37978-0,A43024
A37978-0,A45898-0
A37978-0,A51085-0
A37978-0,A52240-12
A37978-0,A52371-0-2
A37978-0,A8255
A37978-0,A8621-2
A37978-0,A8796-2
A37978-1,A43980-0
A37989-0,A46776-0
A3799-2,A48400-0
A3806,A42824-0
A3806,A49326
A3806,A51779-0
A3806,A5606-2
A38077-0,A40471-1
A38077-0,A9904
A38077-1,A39282-0
A38077-1,A44151-0
A38077-1,A49084-0
A38077-1,A50791-1
A38077-1,A7270-0
A38077-1,A9904
A38096,A6744-1
A38218-0,A38220
A38218-0,A40950-0
A38218-0,A6887-1
A38218-0,A6999-10
A38218-0,A6999-8
A38220,A40950-0
A3823-2,A47454-1
A38236-0,A5874-0
A38236-0,A8598-0
A38252-0,A46035-0
A38261,A4884-1
A38275-0,A4656-0
A38293-1,A4420-0
A38299-0,A3966
A38299-0,A4128-1
A38299-0,A41992-0
A38299-0,A43706-0
A38299-0,A49680-0-3
A38299-0,A50943-44
A38299-4,A46606
A38305-0,A41054-0
A38305-0,A9866-0
A38305-2,A41054-0
A38309,A50943-42
A38354-0,A45267-0
A38360,A47708-0
A38360,A51779-0
A38360,A6340-0
A38362-0,A40438
A38362-0,A52371-0-1
A38391-0,A46240-0
A38404-0,A41213-0
A38404-0,A7232-0
A3843-0,A39738-0
A3843-0,A47454-1
A3843-0,A49676-9
A3843-0,A50602-0
A3843-0,A8079-0
A38449-1,A7291-0
A38460-0,A49508-0
A38460-0,A49763-0
A38480-0,A49686-9-1
A38480-3,A51348-Unknow1
A38480-3,A8015-1-0
A38503-0,A44934-0
A38503-0,A47541
A38503-0,A49334-0
A38503-0,A49335-0
A38541-0,A38730
A38541-0,A46240-0
A38574-3,A42764-0
A38597-2,A46012
A38597-2,A6832-0
A38611-0,A4277-0
A38645-0,A40196
A38645-0,A41934-2
A38645-0,A44400-0
A38645-0,A44854-0
A38645-0,A45267-10
A38645-0,A46651
A38645-0,A49673-0
A38645-0,A50230
A38645-0,A5258-0
A38645-0,A5304
A38645-0,A6744-1
A38645-0,A7129-0
A38646-0,A51825-0
A38646-0,A52486-0
A38646-0,A6716-0
A38646-0,A9399-0
A38664-0,A41152-0
A38664-0,A51554-0
A38664-0,A9369-0
A38666,A46115-1
A38666,A46646-0
A38675-0,A40207-0
A38675-0,A41367
A38675-0,A49668-11
A38675-0,A50385
A38680-0,A8301-11
A38680-0,A9017-0
A38693,A41997-0
A38693,A45940
A38707-0,A45976-0
A38707-0,A5152-0
A38716-1,A4519-0
A38722-0,A40391-1
A38722-0,A49680-13
A38722-0,A6476-0
A38722-0,A9371-1
A38729,A52249-Unknow0
A38730,A46240-0
A38738,A42347-0
A38738,A45174-3
A38738,A45400-1
A3875,A40298-0
A3875,A44671-0
A38761-1,A47237-0
A38765-3,A52552-0
A38765-3,A8010-3
A38767-2,A7118
A38773-0,A45266-1
A38773-0,A52237-7
A38773-0,A52271-0-0
A38773-0,A52345-1
A38773-0,A8009-17
A38773-0,A8009-7
A38786,A7924-0
A38878,A52371-0-1
A38884-0,A5586
A38884-0,A824-1
A38932-0,A7538-0
A38950-0,A41572-0
A38967-1,A43993
A38968-0,A50943-0-0
A38968-0,A8144-0
A38985-0,A47708-0
A38985-0,A52639-1
A39001-0,A42023-0
A39001-0,A4343-0
A39001-0,A44671-0
A39002-0,A39308-0
A39002-0,A39308-1
A39002-0,A44249-0
A39002-0,A45453-1
A39002-0,A48453-0
A39002-0,A49455
A39002-0,A49676-0-4
A39002-0,A52357-0-1
A39002-0,A7924-0
A39002-0,A8912-1
A39002-0,A967-0
A39093,A50499-0
A39097-0,A43772
A39097-0,A49685-7-0
A39097-0,A7877
A39097-1,A47454-0
A39097-3,A4278-1
A39097-3,A47454-1
A39097-3,A52252-9
A39097-3,A9876-0
A39125-0,A40381-1
A39125-0,A42527-0
A39125-0,A43400-11
A39125-0,A46646-2
A39125-0,A46646-6
A39125-0,A49763-0
A39148,A39151-0
A39171,A49428-0
A39171,A49681-6
A39194-0,A44818-0
A39194-0,A4525-0
A39194-0,A47454-0
A39194-0,A48083-1
A39194-0,A6131-0
A39194-0,A6340-0
A3923,A5930-0
A39230-0,A39899-0
A39236-0,A45764-0
A39236-0,A48763-0
A39236-0,A7129-0
A39236-1,A48763-0
A39248,A49688-9
A39248,A51589-2
A39248,A52552-0
A39266-0,A39899-0
A39266-0,A40255-0
A39266-0,A46759-0
A39266-0,A5145-1
A39266-0,A7035-0
A39266-0,A7305-0
A39266-0,A8341-0
A39266-0,A9180-0
A39266-0,A9606-3
A39275,A51091-1
A39275,A8014-0
A39275,A8036-9
A39276-0,A39770-0
A39276-0,A42778-0
A39276-0,A4325-0
A39276-0,A4325-2
A39276-0,A44898-0
A39276-0,A45015-0
A39276-0,A46487
A39276-0,A51435-0
A39276-0,A6091-0
A39276-0,A8423-0
A39280-1,A44729-2
A39280-1,A588-0
A39282-0,A44151-0
A39282-0,A9904
A39308-0,A39864-0
A39308-0,A39864-1
A39308-0,A41419-0
A39308-0,A41462-0
A39308-0,A44249-0
A39308-0,A45138-0
A39308-0,A46131-0
A39308-0,A48163-0
A39308-0,A48164-0
A39308-0,A48192-0
A39308-0,A48452-2
A39308-0,A48453-0
A39308-0,A48453-2
A39308-0,A48491-0
A39308-0,A49676-0-4
A39308-0,A49682-0-1
A39308-0,A49763-0
A39308-0,A51744-5
A39308-0,A6182-0
A39308-0,A7232-0
A39308-1,A39864-1
A39308-1,A45138-0
A39308-1,A45453-1
A39308-1,A46131-1
A39308-1,A48191-1
A39308-1,A48452-0
A39308-1,A48453-0
A39316-0,A39654-0
A39316-0,A49680-2
A39316-0,A51743-0
A39316-3,A52109-0
A39352-1,A51779-0
A39352-1,A52278-3
A39374-0,A39739-0
A39374-0,A41205-0
A39374-0,A43227-0
A39404-0,A5072-0
A39418-0,A9623-0
A39471-0,A47637-1
A39471-0,A49763-0
A39471-0,A6644
A39526-1,A47454-1
A39527-0,A49677-0-0
A39527-0,A8020-6
A39529-2,A51779-0
A39529-2,A7893-4
A39654-0,A47261-0
A39654-0,A47261-1
A39654-0,A48917-0
A39654-0,A51743-0
A39654-0,A52290-1
A39654-0,A6831
A39654-0,A6982-0
A39654-0,A8988
A39654-0,A9744-0
A39654-0,A9744-1
A3966,A41992-0
A3967,A41403
A3967,A6650
A3967,A7892-0
A3967,A8006-9-1
A39733-0,A44798-0
A39733-0,A50832-4
A39733-0,A6629-0
A39738-0,A47454-1
A39738-1,A47454-0
A39739-0,A39792
A39739-0,A41205-0
A39739-0,A43227-0
A39739-0,A43662-0
A39739-0,A44313
A39739-0,A46240-0
A39739-0,A52031-0
A39739-0,A52244-15
A39739-0,A52586-0
A39739-0,A52586-1
A39739-0,A8036-0-0
A39739-0,A8733
A39744-0,A7892-0
A39748-0,A47614
A39753-0,A48163-0
A39753-0,A51511
A39759-0,A41419-0
A39770-0,A42778-0
A39770-0,A46487
A39770-0,A50836-0
A39770-0,A51340-11
A39770-0,A8423-0
A39770-0,A9400-0
A39792,A43227-0
A39796-2,A46195-2
A39800-1,A41242
A39800-1,A46646-0
A39800-1,A52371-0-0
A3983-0,A41118-0
A3983-0,A44470-0
A3983-0,A49992-0
A3983-0,A5110-0
A3983-0,A51504-0
A39850-0,A41528-0
A39850-1,A50345-0
A39851,A6340-0
A39857-0,A52371-0-0
A39857-1,A9047-0
A39861,A42944
A39864-0,A4134-0
A39864-0,A41419-0
A39864-0,A41567-0
A39864-0,A42764-0
A39864-0,A46380-0
A39864-0,A4697
A39864-0,A49676-0-2
A39864-1,A45138-0
A39864-1,A46131-0
A39864-1,A48491-0
A39884-0,A40255-0
A39884-0,A40862-0
A39884-0,A45976-0
A3989,A48163-0
A3989,A7180-0
A39899-0,A41630-0
A39899-0,A42009-0
A39899-0,A45525-1
A39899-0,A7364-0
A39899-0,A7673-0
A39899-0,A8341-0
A39899-2,A52593-0
A39910-0,A8252-0
A39916,A43712-1
A39916,A52246-7
A39926,A42826-1
A39926,A52370-0-2
A39926,A52656
A39926,A52657
A39935-0,A9399-0
A39936-0,A41567-0
A39936-0,A52311-8
A39936-0,A52371-0-1
A39936-0,A8021-0-0
A39936-0,A8378-0
A39936-0,A9973-0
A39940-0,A46030
A39940-0,A872
A39966-0,A8948-0
A39966-0,A9615-0
A39988,A49428-0
A39988,A8782-0
A39995-0,A45016-0
A39995-0,A52013
A39995-0,A52243-17
A40023,A50063-0
A40050,A48163-0
A40057-0,A43367-2
A40057-0,A44017-0
A40057-0,A44616-0
A40057-0,A8341-0
A40090-0,A50051-0
A40113-0,A5152-0
A40113-0,A7941-0
A40128-0,A44935-0
A40158-0,A4261-2
A40158-0,A44499-0
A40158-0,A46618-0
A40158-0,A47040
A40158-0,A49654-0
A40158-0,A51070-0
A40158-0,A51801-0
A40158-0,A6429-0
A40158-0,A7232-0
A40158-0,A8598-0
A40158-0,A9399-0
A40172-1,A52163-1
A40172-1,A52286-5
A40196,A44854-0
A40196,A46651
A40196,A5304
A40207-0,A49668-11
A40214-0,A44972
A40214-0,A4656-0
A40214-0,A7639-1
A40233-2,A44854-0
A40236-0,A40875-1
A40236-0,A6330-0
A40236-0,A7999-0-7
A40236-0,A9310-0
A40255-0,A7035-0
A40270-3,A43430-0
A40298-0,A44671-0
A40312-1,A50943-13
A40367-0,A51159-16
A40367-0,A51159-6
A40367-0,A6628
A40367-0,A8796-0
A40370-0,A4122-0
A40370-0,A47461-1
A40370-0,A6715-0
A40370-1,A46069-0
A40370-1,A51091-1
A40370-1,A51751-0
A40370-2,A4122-0
A40370-2,A49597-0
A40370-2,A6715-0
A40381-1,A47708-0
A40381-1,A50121-0
A40381-1,A52639-1
A40411,A50832-6
A40412-0,A50051-0
A40435-1,A44916
A40435-1,A48505-0
A40435-1,A49203
A40435-1,A6084-0
A40453,A42970-0
A40453,A49557-0
A40585-1,A42727-1
A40585-1,A52150
A40585-1,A52274-0
A40585-1,A6131-0
A40661-0,A52308-0
A40661-1,A52308-0
A40666-0,A48042-0
A40666-0,A50480-0
A40666-0,A5072-0
A40666-0,A51633-0
A40666-0,A51977-0
A40666-0,A984
A40733-0,A41152-0
A40762-0,A51485
A40772-0,A44263-0
A40772-0,A48886-0
A40785-0,A52109-0
A40786-0,A7703-0
A40786-1,A44643-0
A40786-1,A7703-0
A40829-0,A41841-0
A40829-0,A42476-0
A40829-0,A4278-0
A40829-0,A44734-1
A40829-0,A49654-2
A40829-0,A49683-23
A40829-0,A49683-29
A40829-0,A51801-2
A40829-0,A51813-0-0
A40829-0,A6961
A40829-0,A8020-26
A40829-0,A9646-0
A40834-1,A48042-0
A40834-1,A51977-0
A40847-0,A5874-0
A40867,A41234
A40875-1,A6330-0
A409-1,A49508-0
A40902,A4112-0
A40920-0,A46115-0
A40920-0,A51790-0
A40950-0,A42051-0
A40950-1,A42051-0
A40950-1,A48493-1
A40950-1,A48713
A40959-1,A51993-0
A40959-1,A9586
A40980-0,A4122-0
A40980-0,A44994-0
A40980-0,A52356-Unknow0
A41011-0,A5447-0
A41054-0,A45349
A41090-0,A9403-0
A41112-1,A7232-0
A41112-1,A7639-1
A41117-0,A4525-0
A41117-1,A45802-0
A41118-0,A8006-48
A41205-0,A43227-0
A41205-0,A47773-0
A41213-0,A47394-0
A41213-0,A7232-0
A4122-0,A41997-0
A4122-0,A4214-0
A4122-0,A4214-1
A4122-0,A44935-0
A4122-0,A45254-1
A4122-0,A45895-1
A4122-0,A47461-1
A4122-0,A49597-0
A4122-0,A49686-24-0
A4122-0,A6715-0
A4122-0,A8729-0
A41242,A46646-0
A41242,A52371-0-0
A41268-0,A42684-0
A4134-0,A41419-0
A4134-1,A51633-0
A41352,A47330-2
A41352,A50063-0
A41352,A50063-1
A41367,A50385
A4138,A6334-0
A41388,A44470-0
A41403,A6650
A41403,A7892-0
A41403,A8006-9-1
A41419-0,A45860-7
A41419-0,A49668-2
A41419-0,A49685-7-1
A41423-1,A46772-0
A41428-0,A43288-1
A41428-0,A50757-0
A41428-0,A6737-1
A41457-0,A45269-2
A41457-0,A52246-6
A41457-0,A52593-0
A41462-0,A44249-0
A41462-0,A49763-0
A41464,A8019-2-0
A41492-0,A51085-0
A41492-0,A52067-0
A41492-0,A52240-12
A41492-0,A8255
A41492-0,A8796-2
A41509-0,A42119-0
A41509-0,A43665-0
A41519-0,A49906-0
A41521,A49508-0
A41521,A51779-0
A41535-1,A43740
A41535-1,A8007-5
A41535-1,A8009-8
A41567-0,A8021-0-0
A41567-0,A9973-0
A41572-0,A46103-0
A41628,A52163-1
A41628,A606
A41628,A8013-8
A41630-0,A48192-1
A41630-0,A7364-0
A4165-0,A52244-15
A4165-0,A52274-2
A4165-0,A6131-0
A4165-0,A6372-0
A4167-0,A42592-1
A41712-0,A43725-1
A41712-0,A6364-1
A41760-1,A8621-2
A41765-0,A4186
A41765-0,A50814-1
A41765-0,A5410-0
A41765-0,A5930-0
A4177-0,A50404-0
A4177-0,A6255-1
A4186,A5410-0
A41868,A6691
A41885-0,A4385-1
A41885-0,A49338-0
A41885-0,A50832-5
A41911,A44573-0
A41911,A44994-2
A41934-0,A46115-1
A41934-2,A45267-10
A41934-2,A6744-1
A41992-0,A50416-0
A41997-0,A42970-0
A41997-0,A43715-9
A41997-0,A45940
A41997-0,A49557-0
A41997-0,A50581-0
A41997-0,A50581-1
A41997-0,A52349-1
A41997-0,A52351-2
A41997-0,A7270-0
A41997-1,A7270-0
A42001-0,A45156-1
A42051-0,A48493-1
A42051-0,A48713
A42101-0,A48101-1
A42101-0,A49268-0
A42101-0,A50118-0
A42101-0,A6334-0
A42125-0,A45026-1
A42135,A42211-0
A4214-0,A45254-1
A4214-1,A45254-1
A42141-1,A44325-1
A42146-0,A51779-0
A42210-6,A42211-0
A42211-0,A50851-0
A42211-0,A7894
A42211-0,A7922-0
A42217-0,A47339-0
A42217-0,A49976-0
A42217-0,A6737-1
A42246-1,A42594-0
A42246-1,A49268-0
A42246-1,A8020-2
A42299-1,A49763-0
A42304-0,A50051-0
A42347-0,A45174-3
A42347-0,A45400-1
A42372-0,A9047-0
A42402-0,A8020-2
A42421,A51386-1
A42421,A51423
A42424-0,A45645-0
A42424-0,A48486-0
A42425,A52356-1
A4244-0,A47612-0
A4244-0,A51977-0
A42443-0,A50832-6
A42443-0,A52408-0
A42443-0,A5412-2
A42458-0,A43172-0
A42458-0,A43198
A42458-0,A50890-0
A42467-1,A51379-Unknow0
A42467-1,A8009-8
A42476-0,A6364-1
A4253-2,A44521
A42549,A42729-1
A42549,A8020-81
A4256-0,A4261-1
A4256-0,A45072-0
A4256-0,A8047-0
A42565-2,A8030-1-6
A42565-3,A8030-1-6
A42586-0,A49673-2
A42586-0,A49676-1-1
A42586-0,A49682-9
A42586-0,A49687-11
A42586-0,A51800-4
A42586-0,A51802-5
A42586-0,A52236-0-0
A42586-0,A52243-0-2
A42586-0,A52272-6
A42586-0,A52321-0
A42586-0,A8006-0-2
A42586-0,A8390-0
A42592-1,A52356-1
A42592-1,A8009-8
A42592-2,A50960-0-0
A42592-2,A51158-26
A42592-2,A52356-0-1
A42592-2,A7759-0
A42592-2,A8019-2-0
A42594-0,A49268-0
A42594-0,A51388-0
A42594-0,A52243-29
A42594-0,A52254-0-1
A42594-0,A52254-47
A42594-0,A52254-56
A42594-0,A52359-13
A42595-2,A50004-0
A42595-2,A9047-0
A4261-2,A7232-0
A42659,A45223-0
A42659,A45267-0
A42659,A50962-2
A42659,A52216
A42659,A52345-0-3
A42659,A52554-0
A42659,A8016-17
A42659,A8468-0
A42659,A9549-2
A42677-0,A49688-16
A42677-0,A49912-0
A42677-0,A49912-2
A42677-0,A50944-Unknow0
A42677-0,A6415-0
A42677-0,A6415-2
A42677-0,A8007-5
A42682,A49687-7
A42682,A52163-1
A42682,A8004-11
A42686-0,A449
A42686-0,A50814-1
A42723-0,A52370-0-2
A42723-Unknow0,A52370-0-2
A42727-1,A47311-0
A42727-1,A52150
A42727-1,A52274-0
A42727-1,A6131-0
A42727-1,A6372-0
A42728-13,A49686-6
A42729-1,A8020-81
A42737-3,A46830-0
A42738-1,A4493-1
A42738-1,A45269-7
A42738-1,A47382-0
A42738-1,A49674-1-2
A42738-1,A49674-10-0
A42738-1,A49676-69
A42738-1,A49763-0
A42738-1,A50814-0
A42738-1,A51462-0
A42738-1,A52254-3-1
A42738-1,A52354-2
A42738-1,A52383-2
A42738-1,A9456-0
A42739-0,A42871-1
A42739-0,A50943-8-2
A42739-0,A6737-1
A42739-0,A8047-0
A42739-0,A9270-0
A42769-0,A47471
A42769-0,A6999-Unknow0
A42769-0,A7997-5
A42769-1,A51002-0
A42778-0,A46487
A4278-0,A49683-29
A42783-0,A6832-0
A42792-1,A49676-0-3
A42811-0,A43982-0
A42811-3,A45911-23
A42811-3,A51591-11
A42816-0,A49667-13
A42816-0,A9088-0
A42816-11,A51780-0
A42816-11,A52241-15
A42816-11,A52370-0-2
A42816-3,A43172-0
A42816-3,A51233-0
A42816-7,A51472-Unknow0
A42816-7,A51838-0
A42816-7,A52241-5
A42816-7,A52373-0-0
A42819-0,A52256-4
A42819-0,A52307-1
A42820-0,A47332-0
A42820-4,A47332-0
A42820-5,A43662-0
A42824-0,A51779-0
A42824-0,A5837-0
A42824-0,A8720-0
A42826-1,A52370-0-2
A42826-1,A52656
A42826-1,A52657
A42826-Unknow0,A45066-0
A42826-Unknow0,A52370-0-2
A42851-0,A43712-0
A42851-0,A52639-1
A42867-0,A45087-0
A42871-1,A50943-8-2
A42911-3,A50962-2
A42911-3,A52241-0
A42918,A9310-0
A42967,A51801-0
A42967,A52311-1
A42970-0,A49557-0
A42970-0,A50832-1
A43008-1,A49350-0
A43008-1,A50681-0
A43008-1,A8015-6
A4303-0,A48293-0
A4303-0,A7232-0
A43035,A52237-0-1
A43043-0,A46131-0
A43043-1,A46131-0
A43043-1,A46131-1
A43043-2,A46131-0
A43043-2,A48452-1
A43084-0,A48833
A43084-0,A6505-0
A43172-0,A43198
A43172-0,A44852-0
A43172-0,A46115-1
A43172-0,A50890-0
A43172-0,A51099-7
A43172-0,A51233-0
A43172-0,A52247-0
A43183,A49673-6-1
A43198,A50890-0
A43227-0,A52586-0
A43227-0,A8733
A43265-0,A43604-0
A43265-0,A8598-0
A43288-1,A50757-0
A43327,A49334-0
A43339-0,A46646-0
A43339-1,A4551-0
A43339-1,A46115-3-2
A43339-1,A46646-0
A43339-1,A46646-1
A43355-0,A52256-14
A43355-0,A8021-0-0
A43355-0,A825-0
A43367-0,A51091-1
A43367-0,A7232-0
A43367-2,A44017-0
A43400-11,A49763-0
A43407-0,A44935-0
A43407-0,A51091-1
A43407-5,A51091-1
A43407-5,A52237-Unknow0
A43429-0,A51350-0
A4343-0,A44217-0
A4343-0,A48168-0
A4343-0,A48168-1
A4343-0,A7129-0
A43430-0,A7129-0
A43430-0,A8009-8
A43430-0,A9072-0
A43434-0,A7232-0
A43434-0,A7892-0
A43446-0,A45119-0
A43446-0,A50017-0
A43487-0,A51607-0
A43487-1,A49676-0-3
A43487-1,A51154-0
A43487-1,A51243
A43487-1,A7703-2
A43494-0,A45893-2
A43494-0,A4656-0
A43494-0,A50943-5
A43494-0,A5952-0
A43494-0,A8006-0-1
A4350-0,A47394-0
A4350-0,A49985
A4350-0,A9310-0
A43520-0,A43662-0
A43532,A44515
A43532,A48917-0
A43550-1,A6603
A43550-1,A9767
A43604-0,A8598-0
A43604-2,A47939-0
A43604-2,A8598-0
A43614-0,A47562-0
A4366-0,A44071-0
A43661-0,A824-0
A43662-0,A44313
A43662-0,A45860-7
A43662-0,A46240-0
A43662-0,A51343-4
A43662-0,A52244-15
A43662-0,A52246-22
A43662-0,A52586-1
A43662-0,A6744-1
A43662-0,A8036-0-0
A43662-0,A8036-15
A43662-0,A8036-17
A43680-0,A50240-0
A43703-17,A44548-0
A43703-8,A9004-0
A43712-0,A52639-1
A43712-1,A52246-7
A43715-0,A9292-0
A43715-0,A9737-0
A43715-9,A52351-2
A43718-0,A46140
A4372,A5930-0
A43740,A8007-5
A43740,A8009-8
A43772,A7877
A43797-1,A51607-0
A43797-1,A51799-8
A43797-1,A8007-0-1
A43906-0,A46630-0
A43906-0,A46630-2
A43906-0,A47787-0
A43906-0,A49935-0
A43906-0,A6744-0-1
A43906-0,A6744-2
A43918,A6940-0
A4397-0,A50471-0
A4397-1,A5576
A43980-0,A46115-0
A43980-0,A46545-0
A43980-0,A47332-0
A43980-0,A49671-16
A43980-0,A49676-0-2
A43980-0,A49679-22
A43980-0,A51554-0
A43980-0,A52329-1
A43980-0,A52352-3
A43980-0,A52358-33
A43980-0,A52365-4
A43980-1,A49686-7
A43980-1,A52248-0
A43981-4,A51352-4
A43981-4,A51788-1-0
A43981-4,A8047-4-0
A43982-0,A51813-0-0
A43982-0,A52163-1
A43982-0,A52286-3
A43982-0,A52345-0-0
A43982-0,A52358-0-4
A43985-0,A52382-14
A43986-0,A45258-0-3
A43986-0,A52256-37
A43986-0,A52346-4
A43986-3,A49668-1-0
A43986-3,A9651-0
A44027-1,A4804
A44151-0,A9904
A44156,A47562-0
A44156,A50059-0
A44156,A52238-2
A44156,A7318
A44166-0,A45254-1
A4420-0,A45269-29
A4420-0,A51097-1
A44207-0,A44263-0
A44207-0,A48293-0
A44207-1,A50382-0
A44217-0,A48168-0
A44217-0,A48168-1
A44217-0,A7129-0
A44219-0,A51554-0
A44219-0,A7232-0
A44249-0,A49763-0
A44249-0,A967-0
A44263-0,A48886-0
A44263-0,A48886-2
A44263-0,A52318
A44313,A52244-15
A44329-0,A50820-1
A44329-0,A51599-0
A44352,A52370-0-2
A44378-0,A51358-7
A44378-0,A51377-0
A44400-0,A9399-0
A44402,A7232-0
A44402,A7892-0
A44437-0,A50121-0
A44469,A50753-0
A44499-0,A6429-0
A44515,A48917-0
A44525-0,A48017
A4453-0,A5467-0
A44546-0,A49673-0
A44546-0,A50257-0
A44546-0,A50962-13-2
A44546-0,A50962-2
A44546-0,A50962-5-0
A44546-0,A52384-1
A44546-0,A5258-0
A44546-0,A5337-0
A4455-6,A52346-3-1
A4455-6,A7639-1
A44573-0,A44994-2
A44573-0,A50068-1
A44573-0,A52384-2
A44573-0,A8137-1
A44615,A46776-0
A44615,A51386-1
A44643-0,A7703-0
A44643-0,A8007-17
A44643-0,A8007-5
A44658-0,A47454-0
A44658-0,A6614-0
A44676-0,A46103-0
A44729-2,A588-0
A44734-1,A9646-0
A44736-0,A46559-0
A44736-0,A8511-1
A44760-0,A48486-0
A44760-0,A6799-0
A44798-0,A50832-4
A44798-0,A6629-0
A44808,A51235-0
A44808,A51325-0
A44818-0,A4525-0
A44820-0,A49686-3
A44820-0,A8009-2-0
A44821-0,A49686-3
